S.No	disease_name	microbe_scientific_name	tax_rank_name	microbe_ncbi_tax_id	experimental_method_name	samples_origin_name	relationship_name	subjects_number	subjects_group_one	subjects_group_two	mean_age_group_one	mean_age_group_two	males_number	females_number	group_one	group_two	disease_type_name	disease_subtype	disease_mesh_id	disease_mesh_heading	host_species_name	publication_PMID	publication_doi	publication_first_author	publication_corresponding_author_mail	publication_title	publication_journal	publication_year	comments	microbe_com_contaminant
6456	Pancreatic Neoplasms	Bacillus	Genus	1386	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	true
6457	Pancreatic Neoplasms	Bacteroidales	Order	171549	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6458	Pancreatic Neoplasms	Bacteroidia	Class	200643	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6459	Pancreatic Neoplasms	Clostridia	Class	186801	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6460	Pancreatic Neoplasms	Clostridiales	Order	186802	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6461	Pancreatic Neoplasms	Corynebacteriaceae	Family	1653	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6462	Pancreatic Neoplasms	Corynebacteriales	Order	85007	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6463	Pancreatic Neoplasms	Corynebacterium	Genus	1716	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	true
6464	Pancreatic Neoplasms	Flavobacteriaceae	Family	49546	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6465	Pancreatic Neoplasms	Flavobacteriales	Order	200644	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6466	Pancreatic Neoplasms	Flavobacteriia	Class	117743	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6467	Pancreatic Neoplasms	Lachnospiraceae	Family	186803	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6468	Pancreatic Neoplasms	Micrococcales	Order	85006	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6469	Pancreatic Neoplasms	Pantoea	Genus	53335	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6470	Pancreatic Neoplasms	Pantoea agglomerans	Species	549	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6471	Pancreatic Neoplasms	Proteiniphilum	Genus	294702	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6472	Pancreatic Neoplasms	Pseudomonadaceae	Family	135621	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6473	Pancreatic Neoplasms	Pseudomonadales	Order	72274	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6474	Pancreatic Neoplasms	Pseudomonas	Genus	286	16S rRNA sequencing	Pancreatic tissue	Increased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	true
6475	Pancreatic Neoplasms	Pseudonocardiaceae	Family	2070	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6476	Pancreatic Neoplasms	Pseudonocardiales	Order	85010	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6477	Pancreatic Neoplasms	Pseudoxanthomonas	Genus	83618	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6478	Pancreatic Neoplasms	Pseudoxanthomonas	Genus	83618	16S rRNA sequencing	Pancreatic tissue	Decreased	68	32	36	null	null	null	null	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	Validation cohort;	false
6479	Pancreatic Neoplasms	Saccharopolyspora	Genus	1835	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6480	Pancreatic Neoplasms	Saccharopolyspora	Genus	1835	16S rRNA sequencing	Pancreatic tissue	Decreased	68	32	36	null	null	null	null	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	Validation cohort;	false
6481	Pancreatic Neoplasms	Saccharopolyspora	Genus	1835	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6482	Pancreatic Neoplasms	Sphingobacteriales	Order	200666	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6483	Pancreatic Neoplasms	Sphingobacteriia	Class	117747	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	LEfSe analysis;Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6484	Pancreatic Neoplasms	Streptomyces	Genus	1883	16S rRNA sequencing	Pancreatic tissue	Decreased	43	22	21	62.05	62.71	23	20	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	Discovery cohort;Pancreatic cancer group has short-term survival;LTS refers to long-term survival pancreatic cancer group	false
6485	Pancreatic Neoplasms	Streptomyces	Genus	1883	16S rRNA sequencing	Pancreatic tissue	Decreased	68	32	36	null	null	null	null	Pancreatic cancer	LTS	Cancers	undefined	MESH:D010190	Pancreatic neoplasms	Homo sapiens	31398337	10.1016/j.cell.2019.07.008	Erick Riquelme	fmcallister@mdanderson.org	Tumor Microbiome Diversity and Composition Influence Pancreatic Cancer Outcomes	Cell	2019	Validation cohort;	false
6486	Breast Neoplasms	Acholeplasma	Genus	2147	16S rRNA sequencing	Breast tissue	Increased	63	51	12	null	null	0	63	Breast cancer non-hispanic black	Breast cancer non-hispanic white	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6487	Breast Neoplasms	Acholeplasmataceae	Family	2146	16S rRNA sequencing	Breast tissue	Increased	63	51	12	null	null	0	63	Breast cancer non-hispanic black	Breast cancer non-hispanic white	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6488	Breast Neoplasms	Acholeplasmatales	Order	186329	16S rRNA sequencing	Breast tissue	Increased	63	51	12	null	null	0	63	Breast cancer non-hispanic black	Breast cancer non-hispanic white	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6489	Breast Neoplasms	Actinobacteria	Class	1760	16S rRNA sequencing	Breast tissue	Increased	null	null	null	null	null	null	null	Breast cancer	Healthy Controls	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	the control group consists of normal pairs and patients	false
6490	Breast Neoplasms	Actinomycetales	Order	2037	16S rRNA sequencing	Breast tissue	Decreased	72	64	8	47	30	0	72	Breast cancer	Healthy Controls	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6491	Breast Neoplasms	Actinotalea	Genus	458839	16S rRNA sequencing	Breast tissue	Decreased	29	15	14	null	null	0	29	Breast cancer triple negative	Breast cancer luminal B	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6492	Breast Neoplasms	Actinotalea	Genus	458839	16S rRNA sequencing	Breast tissue	Increased	36	14	22	null	null	0	36	Breast cancer luminal B	Breast cancer luminal A	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6493	Breast Neoplasms	Actinotalea	Genus	458839	16S rRNA sequencing	Breast tissue	Increased	20	14	6	null	null	0	20	Breast cancer luminal B	Breast cancer HER12	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6494	Breast Neoplasms	Aerococcaceae	Family	186827	16S rRNA sequencing	Breast tissue	Decreased	43	19	24	null	null	0	43	Breast cancer stage 3/4	Breast cancer stage 2	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6495	Breast Neoplasms	Aerococcaceae	Family	186827	16S rRNA sequencing	Breast tissue	Increased	37	24	13	null	null	0	37	Breast cancer stage 2	Breast cancer stage 1	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6496	Breast Neoplasms	Aeromonadaceae	Family	84642	16S rRNA sequencing	Breast tissue	Decreased	75	64	11	null	null	0	64	Breast cancer	Normal adjacent	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6497	Breast Neoplasms	Aeromonadales	Order	135624	16S rRNA sequencing	Breast tissue	Decreased	75	64	11	null	null	0	64	Breast cancer	Normal adjacent	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6498	Breast Neoplasms	Akkermansia	Genus	239934	16S rRNA sequencing	Breast tissue	Decreased	20	14	6	null	null	0	20	Breast cancer luminal B	Breast cancer HER13	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6499	Breast Neoplasms	Akkermansia	Genus	239934	16S rRNA sequencing	Breast tissue	Decreased	28	22	6	null	null	0	28	Breast cancer luminal A	Breast cancer HER2	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6500	Breast Neoplasms	Akkermansia	Genus	239934	16S rRNA sequencing	Breast tissue	Decreased	21	15	6	null	null	0	21	Breast cancer triple negative	Breast cancer HER24	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6501	Breast Neoplasms	Bacteroidales	Order	171549	16S rRNA sequencing	Breast tissue	Decreased	43	19	24	null	null	0	43	Breast cancer stage 3/4	Breast cancer stage 2	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6502	Breast Neoplasms	Bacteroidales	Order	171549	16S rRNA sequencing	Breast tissue	Increased	37	24	13	null	null	0	37	Breast cancer stage 2	Breast cancer stage 1	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6503	Breast Neoplasms	Bacteroidetes	Phylum	976	16S rRNA sequencing	Breast tissue	Decreased	63	51	12	null	null	0	63	Breast cancer non-hispanic black	Breast cancer non-hispanic white	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6504	Breast Neoplasms	Bacteroidia	Class	200643	16S rRNA sequencing	Breast tissue	Increased	72	64	8	47	30	0	72	Breast cancer	Healthy Controls	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6505	Breast Neoplasms	Bacteroidia	Class	200643	16S rRNA sequencing	Breast tissue	Increased	75	64	11	null	null	0	64	Breast cancer	Normal adjacent	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6506	Breast Neoplasms	Balneimonas	Genus	186650	16S rRNA sequencing	Breast tissue	Increased	63	51	12	null	null	0	63	Breast cancer non-hispanic black	Breast cancer non-hispanic white	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6507	Breast Neoplasms	Betaproteobacteria	Class	28216	16S rRNA sequencing	Breast tissue	Decreased	75	64	11	null	null	0	64	Breast cancer	Normal adjacent	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6508	Breast Neoplasms	Bosea	Genus	85413	16S rRNA sequencing	Breast tissue	Increased	43	19	24	null	null	0	43	Breast cancer stage 3/4	Breast cancer stage 2	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6509	Breast Neoplasms	Bosea	Genus	85413	16S rRNA sequencing	Breast tissue	Increased	32	19	13	null	null	0	32	Breast cancer stage 3/4	Breast cancer stage 1	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
6510	Breast Neoplasms	Bradyrhizobiaceae	Family	41294	16S rRNA sequencing	Breast tissue	Increased	63	51	12	null	null	0	63	Breast cancer non-hispanic black	Breast cancer non-hispanic white	Cancers	undefined	MESH:D001943	Breast neoplasms	Homo sapiens	31420578	10.1038/s41598-019-48348-1	Alana Smith	astarlar@uthsc.edu	Distinct microbial communities that differ by race, stage, or breast-tumor subtype in breast tissues of non-Hispanic Black and non-Hispanic White women	Scientific Reports	2019	null	false
